InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
537386,21777,RECIPE BOX WITH METAL HEART,24,12/21/2023 08:07,5.47,12154,Portugal
537679,DOT,DOTCOM POSTAGE,1,12/01/2023 15:44,15.0,12073,United Kingdom
538957,71053,WHITE METAL LANTERN,14,02/03/2023 15:55,3.57,12143,Germany
C539179,22423,regency cakestand 3 tier,-2,11/16/2023 19:18,12.0,12246,United Kingdom
537236,23298,SPACEBOY LUNCH BOX,5,05/22/2023 15:02,1.76,12242,United Kingdom
537155,21777,RECIPE BOX WITH METAL HEART,23,08/01/2023 14:38,6.79,12033,United Kingdom
537047,22423,REGENCY CAKESTAND 3 TIER,22,06/25/2023 17:46,11.69,12252,United Kingdom
537894,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,24,12/08/2023 19:08,4.23,12024,United Kingdom
538551,21754,HOME BUILDING BLOCK WORD,12,11/06/2023 16:54,5.41,12032,United Kingdom
537368,47566,PARTY BUNTING,10,07/27/2023 10:01,5.01,12164,United Kingdom
536520,84406B,CREAM CUPID HEARTS COAT HANGER,22,07/19/2023 18:07,2.5,12198,United Kingdom
538764,21471,TRAVEL CARD WALLET SKULL,7,12/04/2023 10:55,0.42,12177,United Kingdom
537042,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,09/03/2023 09:22,2.69,,Germany
537956,22745,POPPY'S PLAYHOUSE BEDROOM,7,03/18/2023 19:52,2.41,12207,Ireland
537494,22622,BOX OF VINTAGE ALPHABET BLOCKS,16,12/24/2023 17:02,10.59,12014,United Kingdom
539144,23298,SPACEBOY LUNCH BOX,7,04/20/2023 13:17,2.12,12296,United Kingdom
537977,20728,LUNCH BAG CARS BLUE,11,01/17/2023 13:06,1.68,12165,Belgium
C538122,21755,LOVE BUILDING BLOCK WORD,-2,12/07/2023 10:43,5.56,12127,United Kingdom
536535,23245,SET OF 3 REGENCY CAKE TINS,3,03/01/2023 16:16,5.14,12259,  united kingdom
539171,21730,GLASS STAR FROSTED T-LIGHT HOLDER,24,11/02/2023 12:39,4.12,12274,United Kingdom
538434,21754,HOME BUILDING BLOCK WORD,21,03/01/2023 12:15,5.83,12223,Ireland
537533,AMAZONFEE,AMAZON FEE,1,01/01/2023 09:06,12.5,12288,United Kingdom
537738,84879,ASSORTED COLOUR BIRD ORNAMENT,15,11/26/2023 14:20,1.85,12142,United Kingdom
537104,22111,SCOTTIE DOG HOT WATER BOTTLE,1,09/16/2023 15:48,5.18,12039,United Kingdom
536492,23298,SPACEBOY LUNCH BOX,11,11/24/2023 12:26,2.18,12348,United Kingdom
538827,20728,LUNCH BAG CARS BLUE,1,11/21/2023 09:51,1.77,12220,Netherlands
C539001,20727,LUNCH BAG BLACK SKULL,-4,11/10/2023 08:35,1.53,12220,Netherlands
538552,POST,POSTAGE,1,10/26/2023 13:50,18.0,12267,France
C537473,20727,LUNCH BAG BLACK SKULL,-7,07/31/2023 14:04,1.78,12193,U.K.
539144,22745,  Poppy'S Playhouse Bedroom  ,17,04/20/2023 13:17,2.25,12296,United Kingdom
538683,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,05/31/2023 09:13,3.72,12102,Portugal
538218,84406B,CREAM CUPID HEARTS COAT HANGER,16,11/26/2023 14:05,3.05,12038,United Kingdom
538255,BANK CHARGES,BANK CHARGES,1,05/21/2023 18:56,15.0,12257,France
538374,22423,REGENCY CAKESTAND 3 TIER,22,12/12/2023 12:17,12.15,12199,France
537268,22111,SCOTTIE DOG HOT WATER BOTTLE,15,09/16/2023 13:40,5.37,12109,United Kingdom
538181,22960,JAM MAKING SET WITH JARS,2,11/24/2023 12:52,4.63,12009,United Kingdom
536384,21931,JUMBO STORAGE BAG SUKI,18,08/05/2023 19:03,2.06,12287,  united kingdom
538970,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,11/14/2023 15:19,4.37,12105,Ireland
537142,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,12/22/2023 08:05,4.3,12011,United Kingdom
537304,22633,HAND WARMER UNION JACK,2,08/21/2023 12:56,1.76,12232,Belgium
537185,23298,SPACEBOY LUNCH BOX,8,10/29/2023 14:28,0.0,12001,United Kingdom
537878,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,04/16/2023 17:43,2.31,12123,Australia
537320,21931,JUMBO STORAGE BAG SUKI,4,11/26/2023 19:01,2.33,12027,United Kingdom
538032,M,MANUAL,1,06/08/2023 12:10,5.0,12016,United Kingdom
536951,20727,LUNCH BAG BLACK SKULL,21,12/26/2023 14:26,1.69,12123,Australia
538540,84029E,RED WOOLLY HOTTIE WHITE HEART,22,05/12/2023 08:57,3.59,12170,United Kingdom
536369,21212,pack of 72 retrospot cake cases,14,05/30/2023 16:45,0.54,12058,UK
538923,22622,BOX OF VINTAGE ALPHABET BLOCKS,12,12/17/2023 17:12,10.0,12233,United Kingdom
537908,21754,HOME BUILDING BLOCK WORD,14,05/16/2023 19:58,6.74,12038,U.K.
536415,21730,  Glass Star Frosted T-Light Holder  ,18,12/02/2023 08:18,4.12,12234,Ireland
537371,22748,POPPY'S PLAYHOUSE KITCHEN,5,05/06/2023 12:05,0.0,12006,United Kingdom
537283,20728,  Lunch Bag Cars Blue  ,8,12/21/2023 11:22,1.69,12229,United Kingdom
536648, 22960 ,JAM MAKING SET WITH JARS,13,07/30/2023 13:55,4.08,12077,United Kingdom
536501,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,22,09/02/2023 14:41,4.2,12204,United Kingdom
538303,23203,JUMBO BAG DOILY PATTERNS,17,12/09/2023 18:30,2.2,12281,United Kingdom
538595,23355,HOT WATER BOTTLE KEEP CALM,16,12/18/2023 13:04,3.76,12080,United Kingdom
537771,22625,RED KITCHEN SCALES,21,08/07/2023 17:24,7.85,12212,United Kingdom
538855,22752,  Set 7 Babushka Nesting Boxes  ,23,12/02/2023 13:37,7.35,12030,France
538877,21931,JUMBO STORAGE BAG SUKI,12,03/04/2023 12:56,2.16,12078,United Kingdom
537802,21754,HOME BUILDING BLOCK WORD,24,11/22/2023 10:39,6.82,12117,United Kingdom
537080,21755,LOVE BUILDING BLOCK WORD,7,12/23/2023 12:34,6.54,12322,Ireland
536918,22197,SMALL POPCORN HOLDER,8,08/24/2023 17:58,0.92,12061,Portugal
538053,20725,LUNCH BAG RED RETROSPOT,15,11/02/2023 12:50,1.59,12053,Belgium
537449,20728,LUNCH BAG CARS BLUE,11,12/24/2023 08:34,1.73,12329,Germany
C539195,22745,POPPY'S PLAYHOUSE BEDROOM,-12,03/29/2023 16:41,2.4,12191,U.K.
538770,22632,HAND WARMER RED POLKA DOT,21,09/04/2023 13:06,1.72,12243,United Kingdom
539011, 23203 ,JUMBO BAG DOILY PATTERNS,15,12/25/2023 11:45,2.2,12199,France
539036,71053,WHITE METAL LANTERN,4,12/26/2023 15:28,3.74,12088,Australia
537386,84406B,CREAM CUPID HEARTS COAT HANGER,2,12/21/2023 08:07,2.55,12154,Portugal
536808,22111,SCOTTIE DOG HOT WATER BOTTLE,3,11/21/2023 08:40,5.07,,Spain
537219,22622,BOX OF VINTAGE ALPHABET BLOCKS,14,11/14/2023 15:00,9.81,12077,United Kingdom
537211,23245,set of 3 regency cake tins,17,02/04/2023 16:24,4.8,12273,United Kingdom
538830,21931,JUMBO STORAGE BAG SUKI,17,01/08/2023 17:55,2.11,12034,Italy
538231,23298,SPACEBOY LUNCH BOX,13,03/08/2023 14:01,1.76,12004,United Kingdom
537124,20727,LUNCH BAG BLACK SKULL,16,12/03/2023 10:01,1.74,12229,United Kingdom
537577,22745,poppy's playhouse bedroom,20,11/24/2023 12:40,2.06,12124,United Kingdom
536458, 84029E ,RED WOOLLY HOTTIE WHITE HEART,14,07/23/2023 11:27,3.99,12340,United Kingdom
538780,23203,JUMBO BAG DOILY PATTERNS,16,06/13/2023 19:08,1.98,12220,Netherlands
537515,23355,HOT WATER BOTTLE KEEP CALM,1,11/27/2023 10:38,3.85,12268,France
537992,22748,POPPY'S PLAYHOUSE KITCHEN,8,11/13/2023 17:44,2.3,,United Kingdom
537198,M,MANUAL,1,06/16/2023 09:02,5.0,12004,United Kingdom
538607,84029E,  Red Woolly Hottie White Heart  ,16,12/23/2023 14:28,3.38,,Germany
537931,22633,HAND WARMER UNION JACK,4,11/02/2023 13:07,2.06,12022,United Kingdom
538928,21755,LOVE BUILDING BLOCK WORD,22,02/09/2023 08:12,6.4,12208,United Kingdom
537042,22745,POPPY'S PLAYHOUSE BEDROOM,17,09/03/2023 09:22,2.08,,Germany
537182,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,06/11/2023 15:37,3.86,12306,Germany
536722,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,04/21/2023 19:02,9.92,12139,Netherlands
537791,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,21,02/28/2023 14:11,3.95,12223,Ireland
538928,22748,poppy's playhouse kitchen,23,02/09/2023 08:12,2.3,12208,United Kingdom
537052,22745,POPPY'S PLAYHOUSE BEDROOM,20,06/15/2023 15:08,0.0,12337,Spain
537188, 22633 ,HAND WARMER UNION JACK,3,12/26/2023 08:33,1.93,12289,Belgium
536518,M,MANUAL,1,03/20/2023 08:29,5.0,12222,United Kingdom
537567,21212,pack of 72 retrospot cake cases,20,09/26/2023 15:00,0.59,12160,U.K.
537077,AMAZONFEE,AMAZON FEE,1,11/05/2023 17:36,12.5,12102,Portugal
537194,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,10,11/24/2023 13:14,3.9,12161,France
536668,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,09/22/2023 13:27,4.62,12313,Belgium
537627,21471,TRAVEL CARD WALLET SKULL,14,11/27/2023 11:53,0.41,12085,United Kingdom
537258,22632,HAND WARMER RED POLKA DOT,7,09/01/2023 18:40,1.87,12236,Ireland
536704,84879,ASSORTED COLOUR BIRD ORNAMENT,19,03/16/2023 10:30,1.76,12183,Netherlands
537323,22622,BOX OF VINTAGE ALPHABET BLOCKS,21,06/06/2023 18:11,11.4,12195,Italy
C538029,22197,SMALL POPCORN HOLDER,-11,05/24/2023 09:56,0.86,12227,United Kingdom
538155,21730,GLASS STAR FROSTED T-LIGHT HOLDER,16,01/17/2023 16:38,3.9,12118,France
538464,DOT,DOTCOM POSTAGE,1,12/16/2023 13:21,15.0,12307,United Kingdom
538196,20728,LUNCH BAG CARS BLUE,12,11/08/2023 14:49,0.0,,United Kingdom
539181,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,24,02/18/2023 11:13,3.8,12076,United Kingdom
537265,22197,SMALL POPCORN HOLDER,13,11/23/2023 16:30,0.92,12291,United Kingdom
537074,21929,JUMBO BAG PINK POLKADOT,11,05/22/2023 15:24,2.27,12155,United Kingdom
537265,84991,60 TEATIME FAIRY CAKE CASES,23,11/23/2023 16:30,0.78,12291,United Kingdom
538671,22197,SMALL POPCORN HOLDER,17,11/27/2023 17:57,0.97,12016,United Kingdom
537268, 22625 ,RED KITCHEN SCALES,24,09/16/2023 13:40,8.44,12109,United Kingdom
539126,22197,SMALL POPCORN HOLDER,7,11/23/2023 12:36,0.8,12094,United Kingdom
538912,84991,60 TEATIME FAIRY CAKE CASES,5,12/20/2023 08:09,0.85,12344,United Kingdom
538303,22625,RED KITCHEN SCALES,11,12/09/2023 18:30,7.71,12281,United Kingdom
536973,21777,recipe box with metal heart,17,06/14/2023 16:36,6.62,12302,United Kingdom
537378,84406B,CREAM CUPID HEARTS COAT HANGER,14,05/31/2023 11:29,2.5,12250,United Kingdom
538087,21730,GLASS STAR FROSTED T-LIGHT HOLDER,10,07/20/2023 14:38,4.59,12159,France
537855,21471,TRAVEL CARD WALLET SKULL,13,10/05/2023 11:40,0.45,12179,United Kingdom
537802,22423,REGENCY CAKESTAND 3 TIER,22,11/22/2023 10:39,14.19,12117,United Kingdom
539029,21471,  Travel Card Wallet Skull  ,20,11/10/2023 17:21,0.42,,United Kingdom
537104,21730,GLASS STAR FROSTED T-LIGHT HOLDER,17,09/16/2023 15:48,4.77,12039,United Kingdom
539096,22960,JAM MAKING SET WITH JARS,14,07/08/2023 10:28,4.17,12289,Belgium
537635,21931,jumbo storage bag suki,20,06/10/2023 13:29,2.32,12208,United Kingdom
539171,21212,PACK OF 72 RETROSPOT CAKE CASES,13,11/02/2023 12:39,0.6,12274,United Kingdom
536551,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,09/08/2023 16:39,3.99,12292,Germany
538462,DOT,DOTCOM POSTAGE,1,02/13/2023 11:17,15.0,12150,United Kingdom
537475,84029E,RED WOOLLY HOTTIE WHITE HEART,9,08/11/2023 12:08,4.11,12032,United Kingdom
536983,22960,JAM MAKING SET WITH JARS,8,11/01/2023 14:00,4.87,12019,France
538201, 22633 ,HAND WARMER UNION JACK,17,12/02/2023 16:38,1.68,12055,United Kingdom
536644,21931,JUMBO STORAGE BAG SUKI,14,08/29/2023 15:35,2.01,12337,Spain
539210,21777,RECIPE BOX WITH METAL HEART,5,03/16/2023 16:46,6.06,12293,U.K.
537259,84029E,  Red Woolly Hottie White Heart  ,6,01/22/2023 11:44,3.94,12061,Portugal
539150,22197,SMALL POPCORN HOLDER,18,07/21/2023 16:12,0.94,12067,United Kingdom
537679,22748,POPPY'S PLAYHOUSE KITCHEN,17,12/01/2023 15:44,2.33,12073,United Kingdom
538365,22423,regency cakestand 3 tier,4,03/22/2023 16:23,12.75,12040,Belgium
538939,21471,TRAVEL CARD WALLET SKULL,1,12/22/2023 13:10,0.43,,United Kingdom
536480,22748,POPPY'S PLAYHOUSE KITCHEN,23,11/24/2023 14:50,2.39,12300,United Kingdom
539000,DOT,DOTCOM POSTAGE,1,03/15/2023 11:40,15.0,,United Kingdom
536791,23203,JUMBO BAG DOILY PATTERNS,23,03/18/2023 08:37,2.27,12208,United Kingdom
537638,BANK CHARGES,BANK CHARGES,1,12/27/2023 17:36,15.0,12255,United Kingdom
538543,22111,SCOTTIE DOG HOT WATER BOTTLE,11,09/08/2023 19:13,4.47,,United Kingdom
538404,22197,  Small Popcorn Holder  ,1,10/23/2023 11:55,0.97,12187,United Kingdom
538271,21471,TRAVEL CARD WALLET SKULL,3,06/12/2023 12:54,0.46,12340,United Kingdom
539104,21754,HOME BUILDING BLOCK WORD,15,08/25/2023 13:40,6.66,12294,United Kingdom
537188,22197,SMALL POPCORN HOLDER,12,12/26/2023 08:33,0.77,12289,Belgium
536981,23203,  Jumbo Bag Doily Patterns  ,18,12/05/2023 12:32,1.96,12179,United Kingdom
537738,22748,POPPY'S PLAYHOUSE KITCHEN,17,11/26/2023 14:20,2.35,12142,United Kingdom
538771,M,MANUAL,1,12/28/2023 10:09,5.0,12086,United Kingdom
538438,71053,WHITE METAL LANTERN,10,10/31/2023 10:25,3.51,12333,United Kingdom
537676,21929,JUMBO BAG PINK POLKADOT,3,04/11/2023 10:04,2.35,12219,UK
537697,21929,JUMBO BAG PINK POLKADOT,14,11/03/2023 15:02,2.35,12117,United Kingdom
538649,23203,JUMBO BAG DOILY PATTERNS,17,10/30/2023 10:56,2.1,12161,France
538799,84991,60 TEATIME FAIRY CAKE CASES,9,03/18/2023 12:04,0.88,12127,United Kingdom
537953,84991,60 TEATIME FAIRY CAKE CASES,14,09/26/2023 17:56,0.93,12124,United Kingdom
538096,84406B,CREAM CUPID HEARTS COAT HANGER,19,05/20/2023 16:22,2.58,12039,United Kingdom
538281,POST,POSTAGE,1,11/05/2023 18:52,18.0,12027,United Kingdom
536609,20725,LUNCH BAG RED RETROSPOT,9,03/03/2023 09:54,1.56,12306,Germany
537267,22111,SCOTTIE DOG HOT WATER BOTTLE,14,12/20/2023 16:06,5.61,12301,United Kingdom
536753,23245,SET OF 3 REGENCY CAKE TINS,8,11/03/2023 18:46,4.55,12217,Belgium
539136,22622,BOX OF VINTAGE ALPHABET BLOCKS,12,07/06/2023 18:48,10.63,,United Kingdom
538672,21212,PACK OF 72 RETROSPOT CAKE CASES,7,12/09/2023 19:53,0.5,12231,Italy
536906, 23245 ,SET OF 3 REGENCY CAKE TINS,10,02/10/2023 14:07,4.79,12094,United Kingdom
536864,22745,POPPY'S PLAYHOUSE BEDROOM,4,07/14/2023 13:28,2.38,12303,France
537110,22625,RED KITCHEN SCALES,11,07/17/2023 10:43,8.41,12045,Germany
538893,21777,RECIPE BOX WITH METAL HEART,10,12/26/2023 14:21,6.56,12282,Portugal
537220,21929,JUMBO BAG PINK POLKADOT,2,03/12/2023 19:21,2.15,12130,Spain
538087,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,07/20/2023 14:38,2.54,12159,France
538976,23245,SET OF 3 REGENCY CAKE TINS,24,12/12/2023 08:43,4.76,12080,United Kingdom
539209,20727,LUNCH BAG BLACK SKULL,18,07/16/2023 16:17,1.88,,France
536750,23298,SPACEBOY LUNCH BOX,17,10/02/2023 16:31,2.2,12094,United Kingdom
537684,84879,ASSORTED COLOUR BIRD ORNAMENT,8,06/05/2023 08:58,1.6,12176,United Kingdom
536675,22423,REGENCY CAKESTAND 3 TIER,7,10/27/2023 11:12,12.97,12227,United Kingdom
C538720,23298,SPACEBOY LUNCH BOX,-19,11/04/2023 10:17,1.82,12004,United Kingdom
536789,22111,SCOTTIE DOG HOT WATER BOTTLE,20,08/21/2023 16:45,5.42,12202,Netherlands
538531,20727,LUNCH BAG BLACK SKULL,13,11/28/2023 09:12,1.67,12332,United Kingdom
536432,POST,POSTAGE,1,06/14/2023 11:19,18.0,12294,United Kingdom
536852,21754,HOME BUILDING BLOCK WORD,9,12/01/2023 17:00,6.81,12315,United Kingdom
537141,23203,JUMBO BAG DOILY PATTERNS,2,03/12/2023 17:35,2.29,12057,United Kingdom
538412,23203,JUMBO BAG DOILY PATTERNS,8,04/30/2023 16:57,1.93,12037,United Kingdom
538089,23355,hot water bottle keep calm,19,09/24/2023 19:33,4.29,12262,United Kingdom
539064,22745,POPPY'S PLAYHOUSE BEDROOM,2,05/16/2023 16:58,0.0,12228,United Kingdom
539097,22423,REGENCY CAKESTAND 3 TIER,15,07/27/2023 12:19,14.23,12238,United Kingdom
539205,22633,HAND WARMER UNION JACK,8,05/10/2023 09:16,1.79,12103,United Kingdom
539174,22748,POPPY'S PLAYHOUSE KITCHEN,6,08/14/2023 11:19,2.38,12112,Germany
537374,23298,SPACEBOY LUNCH BOX,23,07/05/2023 15:26,1.86,12091,United Kingdom
536616,21754,HOME BUILDING BLOCK WORD,16,10/11/2023 11:05,6.45,12313,Belgium
539177,84991,60 TEATIME FAIRY CAKE CASES,5,04/30/2023 19:17,0.91,12261,Spain
536437,84029G,knitted union flag hot water bottle,23,12/01/2023 08:33,4.21,12337,Spain
537198, 22622 ,BOX OF VINTAGE ALPHABET BLOCKS,22,06/16/2023 09:02,10.7,12004,United Kingdom
539171,22633,HAND WARMER UNION JACK,23,11/02/2023 12:39,1.74,12274,United Kingdom
538133,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,09/17/2023 18:38,3.5,12296,United Kingdom
536880,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,21,11/25/2023 08:10,4.13,12041,United Kingdom
536741,22632,hand warmer red polka dot,17,10/22/2023 17:04,1.97,12324,  united kingdom
C538962,21929,JUMBO BAG PINK POLKADOT,-22,12/17/2023 11:03,2.2,12290,United Kingdom
C538353,22632,HAND WARMER RED POLKA DOT,-20,06/15/2023 16:59,1.92,12083,United Kingdom
536602,22748,POPPY'S PLAYHOUSE KITCHEN,12,08/06/2023 16:52,1.91,12309,United Kingdom
536491,84879,ASSORTED COLOUR BIRD ORNAMENT,18,08/24/2023 12:13,1.6,12216,Belgium
536415,22632,HAND WARMER RED POLKA DOT,17,12/02/2023 08:18,1.73,12234,Ireland
537194,84406B,CREAM CUPID HEARTS COAT HANGER,5,11/24/2023 13:14,3.02,12161,France
538744,84406B,CREAM CUPID HEARTS COAT HANGER,9,04/24/2023 10:45,2.76,12271,France
536832,20727,LUNCH BAG BLACK SKULL,10,08/09/2023 13:13,1.56,,United Kingdom
539064,23203,JUMBO BAG DOILY PATTERNS,17,05/16/2023 16:58,2.1,12228,United Kingdom
537582,20725,LUNCH BAG RED RETROSPOT,24,01/15/2023 18:42,1.65,12233,United Kingdom
538714,47566,PARTY BUNTING,14,12/27/2023 09:10,5.55,12216,Belgium
537381,47566,PARTY BUNTING,22,12/21/2023 15:42,5.46,12260,Italy
537693, 22625 ,RED KITCHEN SCALES,9,11/06/2023 11:12,9.15,12276,United Kingdom
537711,20728,  Lunch Bag Cars Blue  ,14,07/05/2023 15:07,1.81,12084,Spain
538019,22745,POPPY'S PLAYHOUSE BEDROOM,8,12/22/2023 15:47,1.92,12318,United Kingdom
538360,23245,set of 3 regency cake tins,20,05/02/2023 17:08,5.42,12119,United Kingdom
538487,84406B,cream cupid hearts coat hanger,3,03/06/2023 14:05,2.7,12202,Netherlands
539097,22748,POPPY'S PLAYHOUSE KITCHEN,13,07/27/2023 12:19,1.9,12238,United Kingdom
537252,22625,  Red Kitchen Scales  ,9,06/11/2023 11:57,9.17,12312,Netherlands
538093,21471,TRAVEL CARD WALLET SKULL,1,11/02/2023 17:36,0.45,12086,United Kingdom
538950,22960,JAM MAKING SET WITH JARS,9,06/10/2023 14:57,4.26,12131,France
538273,22633,HAND WARMER UNION JACK,24,07/20/2023 13:09,1.81,12314,United Kingdom
537142,20727,LUNCH BAG BLACK SKULL,19,12/22/2023 08:05,1.66,12011,United Kingdom
538896,21754,HOME BUILDING BLOCK WORD,14,12/31/2023 18:18,6.62,,United Kingdom
538009,21212,PACK OF 72 RETROSPOT CAKE CASES,15,11/24/2023 19:58,0.61,12338,Spain
538831,BANK CHARGES,BANK CHARGES,1,11/26/2023 13:44,15.0,12178,United Kingdom
537091,22632,HAND WARMER RED POLKA DOT,21,11/11/2023 16:34,1.71,12310,Australia
537974,22197,SMALL POPCORN HOLDER,12,11/11/2023 15:04,0.93,12223,Ireland
539169,20725,LUNCH BAG RED RETROSPOT,4,09/29/2023 11:10,1.78,12027,United Kingdom
537605,84029E,RED WOOLLY HOTTIE WHITE HEART,14,12/03/2023 18:40,3.92,12159,France
538735,20728,LUNCH BAG CARS BLUE,21,04/28/2023 15:05,1.79,12147,United Kingdom
539187,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,12,12/16/2023 12:38,3.58,12163,United Kingdom
538115,20728,LUNCH BAG CARS BLUE,9,12/24/2023 18:06,1.75,12199,France
537841,21931,JUMBO STORAGE BAG SUKI,17,07/14/2023 11:03,2.16,12096,Australia
537241,23203,JUMBO BAG DOILY PATTERNS,19,10/19/2023 13:39,2.33,12148,United Kingdom
536526,22960,JAM MAKING SET WITH JARS,19,12/07/2023 10:11,3.98,12003,UK
536523,84406B,CREAM CUPID HEARTS COAT HANGER,12,03/16/2023 19:46,2.64,12228,United Kingdom
536495,22745,POPPY'S PLAYHOUSE BEDROOM,2,12/21/2023 14:25,2.09,12081,United Kingdom
538164,22423,REGENCY CAKESTAND 3 TIER,7,09/30/2023 08:38,14.04,12338,Spain
537409,84029G,  Knitted Union Flag Hot Water Bottle  ,2,04/16/2023 11:46,3.93,12144,Italy
537943,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,09/28/2023 16:42,4.07,12331,Germany
536641,22633,hand warmer union jack,16,12/13/2023 14:13,2.02,12301,United Kingdom
537209,85123A,  White Hanging Heart T-Light Holder  ,6,04/06/2023 09:16,2.34,12072,Australia
539010,22633,hand warmer union jack,7,12/17/2023 18:42,1.68,12320,Germany
537402,84406B,CREAM CUPID HEARTS COAT HANGER,7,06/08/2023 11:50,2.79,12328,United Kingdom
536642,21931,JUMBO STORAGE BAG SUKI,16,04/30/2023 14:46,2.13,12173,United Kingdom
537985,21755,LOVE BUILDING BLOCK WORD,17,01/26/2023 08:55,5.39,12142,United Kingdom
538890,22632,HAND WARMER RED POLKA DOT,12,11/08/2023 16:40,1.7,12036,U.K.
538667,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,15,07/04/2023 13:39,3.82,12193,United Kingdom
538116,DOT,DOTCOM POSTAGE,1,07/05/2023 13:29,15.0,12228,United Kingdom
536672,22752,SET 7 BABUSHKA NESTING BOXES,10,06/10/2023 17:46,7.05,,United Kingdom
537446,22960,JAM MAKING SET WITH JARS,14,11/10/2023 15:59,4.03,12133,Ireland
536808,22633,HAND WARMER UNION JACK,20,11/21/2023 08:40,1.72,,Spain
538218,21777,RECIPE BOX WITH METAL HEART,3,11/26/2023 14:05,5.63,12038,United Kingdom
536621,23245,SET OF 3 REGENCY CAKE TINS,15,08/05/2023 12:03,4.56,12180,Ireland
539049,22745,POPPY'S PLAYHOUSE BEDROOM,21,02/23/2023 12:00,2.2,12053,Belgium
538723,22197,SMALL POPCORN HOLDER,12,12/26/2023 13:56,0.93,12212,United Kingdom
538770,23355,HOT WATER BOTTLE KEEP CALM,2,09/04/2023 13:06,4.37,12243,United Kingdom
537233,84029E,RED WOOLLY HOTTIE WHITE HEART,8,12/20/2023 10:09,3.44,12067,United Kingdom
538646,22625,red kitchen scales,24,07/26/2023 12:58,7.94,12220,Netherlands
538131,22752,SET 7 BABUSHKA NESTING BOXES,13,08/28/2023 09:44,7.36,12260,Italy
536522,22745,POPPY'S PLAYHOUSE BEDROOM,10,11/07/2023 13:31,1.96,12182,United Kingdom
536466,23298,SPACEBOY LUNCH BOX,17,08/08/2023 12:33,2.23,12137,United Kingdom
539219,23203,JUMBO BAG DOILY PATTERNS,10,12/16/2023 18:37,2.03,12273,United Kingdom
537517, 22745 ,POPPY'S PLAYHOUSE BEDROOM,18,07/01/2023 08:13,2.3,12002,France
537681, 21730 ,GLASS STAR FROSTED T-LIGHT HOLDER,11,11/02/2023 15:43,4.84,12338,Spain
537219,M,MANUAL,1,11/14/2023 15:00,5.0,12077,United Kingdom
538912,21755,LOVE BUILDING BLOCK WORD,15,12/20/2023 08:09,6.72,12344,United Kingdom
539151,85123A,WHITE HANGING HEART T-LIGHT HOLDER,22,12/26/2023 17:51,2.65,12118,France
538300,21212,PACK OF 72 RETROSPOT CAKE CASES,9,06/08/2023 14:21,0.61,12294,United Kingdom
539011,85123A,WHITE HANGING HEART T-LIGHT HOLDER,17,12/25/2023 11:45,2.37,12199,France
538957,22622,BOX OF VINTAGE ALPHABET BLOCKS,16,02/03/2023 15:55,9.16,12143,Germany
536841,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,19,05/02/2023 09:57,3.9,12118,France
538478,23203,jumbo bag doily patterns,9,05/08/2023 16:18,2.19,12254,United Kingdom
538647,84406B,CREAM CUPID HEARTS COAT HANGER,24,11/15/2023 11:50,2.49,12060,United Kingdom
537122,22625,RED KITCHEN SCALES,20,11/03/2023 17:08,8.37,12135,United Kingdom
538481,47566,party bunting,8,04/18/2023 10:47,5.2,12122,United Kingdom
537361,20727,LUNCH BAG BLACK SKULL,2,11/12/2023 12:56,1.55,12087,Ireland
537268,84879,ASSORTED COLOUR BIRD ORNAMENT,3,09/16/2023 13:40,1.78,12109,United Kingdom
539162,23298,SPACEBOY LUNCH BOX,18,11/13/2023 10:27,2.06,12310,Australia
537416,23203,JUMBO BAG DOILY PATTERNS,4,09/10/2023 12:42,2.13,12022,United Kingdom
537044, 20727 ,lunch bag black skull,19,05/17/2023 10:09,1.59,12169,United Kingdom
538764,22752,SET 7 BABUSHKA NESTING BOXES,18,12/04/2023 10:55,7.83,12177,United Kingdom
536597,85123A,WHITE HANGING HEART T-LIGHT HOLDER,23,12/02/2023 13:57,2.65,12261,Spain
537399,84406B,CREAM CUPID HEARTS COAT HANGER,6,10/22/2023 15:20,2.64,12036,UK
538366,84029E,RED WOOLLY HOTTIE WHITE HEART,5,08/22/2023 16:27,3.77,12303,France
